FilePath,AzureTags,AzureCategory,RoboflowCategory,OCRText,OCRCategory,FinalCategory
animal0_compressed.jpg,"'indoor' with confidence 91.71%, 'teddy bear' with confidence 85.52%, 'poodle crossbreed' with confidence 85.52%, 'terrier' with confidence 85.31%, 'person' with confidence 83.09%, 'wall' with confidence 75.07%, 'dog' with confidence 72.25%, 'holding' with confidence 71.49%, 'brown' with confidence 61.26%, 'puppy' with confidence 46.93%",animal,,en en,기타,animal
animal1_compressed.jpg,"'pet' with confidence 95.25%, 'dog breed' with confidence 94.83%, 'terrier' with confidence 92.14%, 'indoor' with confidence 92.10%, 'poodle crossbreed' with confidence 91.39%, 'person' with confidence 90.81%, 'dog' with confidence 90.18%, 'labradoodle' with confidence 88.49%, 'puppy' with confidence 86.66%, 'goldendoodle' with confidence 86.50%, 'schnoodle' with confidence 86.23%, 'fur' with confidence 85.16%, 'cockapoo' with confidence 84.73%, 'toy dog' with confidence 84.47%, 'havanese' with confidence 84.15%, 'laying' with confidence 76.93%",animal,,,기타,animal
animal10_compressed.jpg,"'animal' with confidence 99.68%, 'mammal' with confidence 99.37%, 'hamster' with confidence 99.26%, 'mouse' with confidence 95.25%, 'rodent' with confidence 93.68%, 'text' with confidence 91.83%, 'rat' with confidence 91.43%, 'muroidea' with confidence 90.74%, 'indoor' with confidence 90.34%, 'muridae' with confidence 87.82%, 'gerbil' with confidence 85.89%, 'dormouse' with confidence 85.16%, 'floor' with confidence 59.50%",animal,,BX6 82 00066 CスターSコン 349 03015 5227 BX6 82 00066 C スター S コン 349 03015 5227,기타,animal
animal11_compressed.jpg,"'animal' with confidence 99.93%, 'mammal' with confidence 99.88%, 'hamster' with confidence 99.08%, 'text' with confidence 96.87%, 'mouse' with confidence 95.81%, 'rodent' with confidence 95.00%, 'rat' with confidence 92.89%, 'muroidea' with confidence 92.58%, 'muridae' with confidence 89.62%, 'gerbil' with confidence 87.77%, 'dormouse' with confidence 86.51%, 'indoor' with confidence 63.31%",animal,,야 잠만 놔봐 놔보라고 야 잠만 놔봐 놔 보라고,기타,animal
animal12_compressed.jpg,"'animal' with confidence 99.99%, 'bird' with confidence 99.95%, 'outdoor' with confidence 96.12%, 'beak' with confidence 95.32%, 'sky' with confidence 87.98%, 'pigeon' with confidence 73.94%",place,,,기타,place
animal13_compressed.jpg,"'bird' with confidence 99.96%, 'animal' with confidence 99.94%, 'outdoor' with confidence 99.61%, 'ground' with confidence 99.57%, 'beak' with confidence 94.05%, 'feather' with confidence 90.73%, 'pigeon' with confidence 71.42%, 'standing' with confidence 58.48%",place,,,기타,place
animal14_compressed.jpg,"'animal' with confidence 99.96%, 'pigeon' with confidence 99.84%, 'bird' with confidence 99.74%, 'ground' with confidence 98.38%, 'pigeons and doves' with confidence 95.24%, 'outdoor' with confidence 95.02%, 'rock dove' with confidence 94.65%, 'stock dove' with confidence 94.51%, 'beak' with confidence 91.13%, 'feather' with confidence 88.33%",place,,,기타,place
animal15_compressed.jpg,"'person' with confidence 92.55%, 'banana' with confidence 90.01%, 'yellow' with confidence 76.53%, 'eating' with confidence 71.46%, 'bird' with confidence 71.20%, 'indoor' with confidence 68.52%, 'food' with confidence 64.43%, 'floor' with confidence 57.33%, 'woman' with confidence 55.82%",animal,,,기타,animal
animal16_compressed.jpg,"'animal' with confidence 99.79%, 'amphibian' with confidence 97.16%, 'reptile' with confidence 96.68%, 'lizard' with confidence 91.74%, 'gecko' with confidence 83.77%, 'mammal' with confidence 82.78%, 'indoor' with confidence 74.45%, 'frog' with confidence 56.32%",animal,,,기타,animal
animal17_compressed.jpg,"'animal' with confidence 99.62%, 'mammal' with confidence 97.18%, 'reptile' with confidence 94.31%, 'amphibian' with confidence 92.39%, 'frog' with confidence 86.91%, 'lizard' with confidence 74.64%, 'gecko' with confidence 60.64%",animal,,,기타,animal
animal18_compressed.jpg,"'mammal' with confidence 96.50%, 'reptile' with confidence 95.87%, 'snake' with confidence 95.45%, 'animal' with confidence 92.86%, 'indoor' with confidence 88.12%, 'python' with confidence 43.65%",animal,,,기타,animal
animal19_compressed.jpg,"'mammal' with confidence 99.21%, 'animal' with confidence 99.02%, 'snake' with confidence 96.52%, 'reptile' with confidence 95.55%, 'text' with confidence 87.99%",animal,,Ball Python Morph 21 KRCB/BABY/MALE Python regius 더 다이아몬드 볼 파이톤 No.2 Ball Python Morph 21 KRCB / BABY / MALE Python regius 더 다이아몬드 볼 파이톤 No.2,기타,animal
animal2_compressed.jpg,"'dog' with confidence 97.41%, 'person' with confidence 96.20%, 'bowl' with confidence 86.97%, 'tableware' with confidence 86.52%, 'food' with confidence 79.59%, 'indoor' with confidence 74.84%, 'puppy' with confidence 41.17%",animal,,ROOM L-WHE MFORT WO ROOM L - WHE MFORT WO,기타,animal
animal3_compressed.jpg,"'food' with confidence 96.17%, 'tableware' with confidence 95.72%, 'person' with confidence 93.79%, 'indoor' with confidence 93.24%, 'table' with confidence 91.61%, 'bowl' with confidence 91.29%, 'plate' with confidence 84.09%, 'dog' with confidence 76.85%, 'sitting' with confidence 71.45%, 'woman' with confidence 57.10%",animal,,,기타,animal
